Date,Year,Donor,Items,Value ($),Country,Continent,Regime
29/12/2016,2016,His Excellency Abdelaziz Bouteflika,Two cases of Algerian wine. Two cases of Algerian dates. ,951,Algeria,Africa,Authoritarian
27/12/2016,2016,His Excellency Shinzo Abe,"Cufflinks, 4 white pearls on polished silver. ",2850,Japan,Asia,Flawed Democracy
01/12/2016,2016,His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah,"Book, title:Sinatra.Glass champagne bucket and silver stand. Picture frame, silver, with textured edges. Card and dice game set in wooden box. Wooden keepsake box with Susan B. Anthony quote engraved on top and felt interior. Metal lapel pin in shape of a pennant. Three-wick candle in brown wooden candle holder. Book, title:Taste and Technique. ",2734,Brunei Darussalam,Asia,Authoritarian
17/11/2016,2016,His Excellency Pedro Kuczynski,"Wooden horse with polished metal features, including the mane, bridle, saddle, hooves and tail. Gift box of Peruvian food. ",545,Peru,South America,Flawed Democracy
16/11/2016,2016,Her Excellency Angela Merkel,"Wooden Christmas pyramid comprised of five levels and figures on each level, comes with tea candles and paddles. ",455,Germany,Europe,Full Democracy
15/11/2016,2016,His Excellency Prokopis Pavlopoulos,"Keepsake box, polished metal with hinged lid. 16"" × 23"" print of a color drawing of the President's face, using phrenology, including an explanation of the facial features. 11"" × 16"" print of a color drawing of the President's face, using phrenology. 17"" × 25"" framed print of a color drawing of the President's face, using phrenology, including explanations for the facial features. ",465,Greece,Europe,Flawed Democracy
18/10/2016,2016,His Excellency Matteo Renzi,"Silk tie, navy with red and light blue dots. Four bottles of Italian wine. ",775,Italy,Europe,Flawed Democracy
11/10/2016,2016,Her Excellency Sheikh Hasina,"Red quilted blanket with embroidery in blue, green, and yellow, depicting human figures, plant life, and nature scenes. ",390,Bangladesh,Asia,Hybrid Regime
29/09/2016,2016,His Excellency General Prayut Chan-o-cha,Polished silver keepsake box with red-brown marble interior. ,900,Thailand,Asia,Hybrid Regime
21/09/2016,2016,His Excellency Juan Manuel Santos Calderón,"Book, title:Acuerdo Final Para la Terminacion del Conflicto y la Construccion de una Paz, Estable y Duradera.Book set of titles by Gabriel Garcia Marquez. ",520,Colombia,South America,Flawed Democracy
19/09/2016,2016,His Excellency Li Keqiang,"Vase, dark blue with engraved swirl pattern, pink flowers, green leaves and hummingbirds, on a wooden stand. ",2200,China,Asia,Authoritarian
08/09/2016,2016,His Excellency Joko Widodo,"Silver Phinisi sailing boat scuplture on a wood plinth, under a glass case. ",380,Indonesia,Asia,Flawed Democracy
08/09/2016,2016,His Excellency Rodrigo Duterte,"Metallic sculpture of six men carrying a boat, in Bayanihan style, mounted on marble. ",470,Philippines,Asia,Flawed Democracy
08/09/2016,2016,His Excellency Thongloun Sisoulith,"6"" silver plate with wood stand. Five cases of Lao Gold beer. ",415,Laos,Asia,Authoritarian
07/09/2016,2016,ASEAN Organizing Committee for the Lao People's Democratic Republic,"Black leather business portfolio notebook. Black fine tip Sonnet pen. Paper hand fan. Briefcase, dark brown leather with combination lock. Goldtone coin. Laotian black tea. ",458,Laos,Asia,Authoritarian
06/09/2016,2016,His Excellency Bounnhang Vorachit,"Silver serving set with repoussé metalwork designs, including a large bowl and five small containers with lids. ",1200,Laos,Asia,Authoritarian
31/08/2016,2016,His Excellency Édouard Fritch,Wooden ceremonial paddle with Polynesian carvings. ,440,French Polynesia,Oceania,N.A.
24/08/2016,2016,His Excellency Xi Jinping,Seagreen celadon style vase with dragon and phoenix handles and wooden base. ,2200,China,Asia,Authoritarian
22/07/2016,2016,His Excellency Enrique Peña Nieto,"Silver coin engraved with the Great Seal of the United States. Stationery set including personalized cards, a pen, and wooden storage box carved with the Great Seal of the United States. ",2850,Mexico,North America,Flawed Democracy
10/07/2016,2016,His Excellency Mariano Rajoy,Cured hind ham leg with cutting knife. ,733,Spain,Europe,Full Democracy
10/07/2016,2016,His Majesty Felipe VI,"5' × 4' framed photograph of the Royal Palace. Book, title:The Ingenious Hidalgo Don Quixote de la Mancha.Book, title:Madrid. ",1270,Spain,Europe,Full Democracy
28/06/2016,2016,His Excellency Justin Trudeau,"28"" × 15"" framed painting, title:I am You and You are Me,depicting two circles with a red, black and white design. Book, title:Ottawa. ",775,Canada,North America,Full Democracy
27/05/2016,2016,The Honorable Hideniko Yuzaki,"Ceramic pot, dark brown with two cranes, made of clay from Hiroshima Prefecture. ",2000,Japan,Asia,Flawed Democracy
25/05/2016,2016,The Honorable Eikei Suzuki,"China set, hand-painted tea cups and saucers, blue, white, silver and gold, accompanied by wood panel display about the tea set. Shoulder wrap, navy fabric. Two golf clubs, graphite irons. ",930,Japan,Asia,Flawed Democracy
23/05/2016,2016,His Excellency Tran Dai Quang,"39"" × 27"" framed artwork, natural gemstone inlaid picture of the Obama Family's Easter 2015 portrait. ",930,Vietnam,Asia,Authoritarian
05/05/2016,2016,His Excellency Ilham Aliyev,"82"" × 59"" rug with red, blue and mustard yellow design. ",780,Azerbaijan,Asia,Authoritarian
24/04/2016,2016,The Honorable Stefan Schostok,"Pen, black cap with gold colored tip. ",444,Germany,Europe,Full Democracy
22/04/2016,2016,The Right Honorable David Cameron,"Two volume set:The Works of Shakespeare,bound in contemporary three-quarter red moroccan gilt:Volume 1: Comedies and HistoriesandVolume 2: Tragedies, Poems, Plays Attributed to Shakespeare. ",2000,Ireland,Europe,Full Democracy
21/04/2016,2016,His Majesty King Salman bin Abdulaziz Al Saud,"Sculpture of a Bedouin group, entitled “The Small Caravan,” including two men and three camels, painted in gold and silver and decorated with precious stones, mounted on green granite. Silver tone letter opener with golden Falcon handle and silver tone Chopard pen. ",56720,Saudi Arabia,Asia,Authoritarian
14/04/2016,2016,The Honorable Muhammad Jusuf Kalla,Wall hanging made from red Songket cloth. ,390,Indonesia,Asia,Flawed Democracy
07/04/2016,2016,His Excellency Andrzej Duda,"Silver business card holder in the shape of the Presidential Palace in Warsaw. Facsimile of 1550 Baltista Agnese Portolan Atlas, leather bound. Tin of Polish candy, snacks and cordials Book, title:Polska. ",865,Poland,Europe,Flawed Democracy
05/04/2016,2016,His Excellency Abdelmalek Sellal,"23"" × 19"" framed canvas painting of an Algerian horsemen with dogs and falcons in the desert. ",990,Algeria,Africa,Authoritarian
04/04/2016,2016,His Excellency Nursultan Nazarbayev,"Fountain pen, blue with silver detailing. 18"" × 14"" framed oil painting depicting a woman looking at a mushroom cloud. Gift basket of food . ",3615,Kazakhstan,Asia,Authoritarian
04/04/2016,2016,The Honorable George Hatzimarkos,"Ballpoint pen, gold with a red jewel on the top, the initials “B.O” carved into the clip. ",520,Greece,Europe,Flawed Democracy
01/04/2016,2016,His Excellency Narendra Modi,"48"" × 41"" framed painting in acrylic, title:Peacock. ",1166,India,Asia,Flawed Democracy
23/03/2016,2016,His Excellency Mauricio Macri,Electronic bicycle made of black metal. ,1499,Argentina,South America,Flawed Democracy
23/03/2016,2016,The Honorable Horacio Rodriguez Larreta,"White award in a silver tone frame with two plastic triangle decorations on the top and bottom. Golden key to the city of Buenos Aires. Red and white soccer jersey. Blue and white striped soccer jersey. Book, title:La Usina Del Arte—Puesta en valor y reciclaje.Book, title:Teatro Colon—Puesta en valor y actualizacion tecnologica. ",568,Argentina,South America,Flawed Democracy
14/03/2016,2016,His Excellency Enda Kenny,"Crystal bowl with etchings of the 1916 Easter Rebellion, the General Post Office and a passage from the proclamation of the Irish Republic. Book, title:16.Circular silver cufflinks with an Irish harp engraving. ",6783,Ireland,Europe,Full Democracy
09/03/2016,2016,His Excellency Justin Trudeau,"Soapstone sculpture, title:Courage,olive green with black flecks, depicting the profile of an eagle with half of an Indigenous man's face in the center. ",650,Canada,North America,Full Democracy
23/02/2016,2016,His Majesty Abdullah II ibn Al Hussein,"Chess board, white and brown mosaic checkerboard design, with full set of pieces. ",1150,Jordan,Asia,Authoritarian
15/02/2016,2016,His Excellency Benigno Aquino III,"Wood presentation box with plaque, bronze clasp, and black felt interior. Book, title:Malacanan Palace. ",390,Philippines,Asia,Flawed Democracy
15/02/2016,2016,His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah,Silver betel set comprised of a box and four cups. ,1150,Brunei Darussalam,Asia,Authoritarian
08/02/2016,2016,His Excellency Sergio Mattarella,"Three bottles of Italian wine and carrier box, Florence-made, of maple and burgundy leather, with a reproduction of the lithograph The Montecavallo Square by Philippe Benoise. ",667,Italy,Europe,Flawed Democracy
28/01/2016,2016,His Excellency German Rojas,"White linen set, hand-knit in the Ao po'i Paraguayan style, including large table cloth, two small table coverings, apron and napkins. ",560,Paraguay,South America,Flawed Democracy
19/01/2016,2016,The Right Honorable Malcolm Turnbull,"36"" × 28"" framed facsimile letter to Abraham Lincoln, dated June 4, 1863, from Henry Parks and the people of Sydney, Australia. Billiards cue made of American and Australian wood in carrying case. ",515,Australia,Oceania,Full Democracy
27/12/2015,2015,His Excellency Jalil Abbas Jilani,"29""  x  24"" framed and matted painting of President Obama decorated with floral and animal design. ",460,Pakistan,Asia,Hybrid Regime
09/12/2015,2015,Government of the Republic of Cuba,Seven boxes of cigars. ,4158,Cuba,North America,Authoritarian
01/12/2015,2015,His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah,"Food basket of handmade glass with blue tint. Assorted food products. Three candles. 17.5""  x  17.5"" wooden serving board with two holes on the end. Two 3.5"" small metal serving bowls. 8""  x  10"" silver-tone picture frame. Gas-powered wine system. Ten argon gas canisters. 20""  x  12""  x  12"" navy trunk. ",1636,Brunei Darussalam,Asia,Authoritarian
21/11/2015,2015,YAB Dato' Sri Najib bin Tun Abdul Razak,"6"" pewter tankard with lid. Miniature silver gong suspended by chains from two curved arms with striking mallet and stand. Leather briefcase set including black document bag with handle and combination lock. 2016 daily planner. ",520,Malaysia,Asia,Flawed Democracy
20/11/2015,2015,General Raheel Sharif,"70""  x  104"" rug made of silk in floral pattern with tassels. ",1600,Pakistan,Asia,Hybrid Regime
18/11/2015,2015,His Excellency Benigno Aquino,"20"" wood and metal sculpture of APEC member countries. 16""  x  8"" glass platter with brass banca boat handles. Tablet computer with case. Fifteen bottles of spirits. Banana chips. Chocolate-covered mangos. ",5026,Philippines,Asia,Flawed Democracy
15/11/2015,2015,His Excellency Recep Tayyip Erdogan,"Necktie of woven Turkish Kutnu fabric. Four sheets of stamps commemorating the G20 summit. Silk neck tie with Turkey G20 logo. Two cotton bathrobes with matching 55"" monogrammed towels. Book, title: A Vision of Global Peace. 6.25"" silver-tone candy dish with star and crescent moon engraved into top and filled with Turkish delight candy. 12"" porcelain vase with lid. ",1112,Turkey,Asia,Hybrid Regime
26/10/2015,2015,His Excellency Joko Widodo,"13"" diameter round tray of polished silver with engraving around the edge and four spherical legs. ",990,Indonesia,Asia,Flawed Democracy
21/10/2015,2015,His Excellency Muhammad Nawaz Sharif,Cufflinks with shell design. 11' x 8' rug of multicolored silk. Four framed pictures of President Obama's mother working in Pakistan. ,23615,Pakistan,Asia,Hybrid Regime
16/10/2015,2015,His Excellency Ahmet Davutoglu,"13""  x  13""  x  8"" Kismet chest decorated in multicolored glass. ",2950,Turkey,Asia,Hybrid Regime
16/10/2015,2015,Her Excellency Park Geun-hye,"Chest of dark wood with metal corners, latch and lock, and lid decorated with an ox horn panel depicting an 18th century royal procession. ",2900,Republic of Korea,Asia,Flawed Democracy
06/10/2015,2015,His Excellency Joachim Gauck,Men's stainless steel watch with leather band. Soccer ball in German National Team colors signed by the team. German National Team World Cup soccer jersey. ,2659,Germany,Europe,Full Democracy
01/10/2015,2015,His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah,"14"" large silver teapot with ornate vine design, the symbol of Brunei on the side, a felt bottom, a lid with a knob, and a pivoting handle. ",790,Brunei Darussalam,Asia,Authoritarian
25/09/2015,2015,His Excellency Xi Jinping,"15""  x  61""  x  12"" bronze sculpture of five oxen facing different directons along a plank with a plaque describing the artwork's significance. Book, title: Friends of the Chinese People—Commemorative Stamps. Book, title: For Justice and Peace. ",3840,China,Asia,Authoritarian
25/09/2015,2015,His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar Ali Saifuddien Sa'adul Khairi Waddien,Octagonal box of polished silver featuring a floral pattern and the Emblem of Brunei Darussalam set on a pedestal under glass. ,1400,Brunei Darussalam,Asia,Authoritarian
09/09/2015,2015,His Excellency Thomas Boni Yayi,"13.5"" painted ebony wooden hand lantern. 18""  x  27"" framed relief art of a woman carrying a basket on her shoulder. Ten pieces of Dutch cloth of varied patterns and colors. Twenty-nine table linen sets of various colors, each including a table cloth, a table runner, and place mats. Twelve bottles of champagne. ",9054,Benin,Africa,Hybrid Regime
03/09/2015,2015,The Custodian of the Two Holy Mosques Salman bin Abdulaziz Al Saud,"26""  x  22"" hand-made and specially commissioned bronze sculpture depicting two horses, one rearing and unsaddled and one standing and saddled, made with gold-plated sterling silver, diamonds, tsavorites, yellow sapphires, rubies, and obsidian mounted on a piano black lacquer rotating base. Chronometer shaped like a large winch from wooden sail ships with gold-plated casing, brass dial, crystal glass, and detail along the sides naming celebrated ships that made significant voyages. Set of ten golf irons. Leather golf bag with white stitching. ",522972,Saudi Arabia,Asia,Authoritarian
04/08/2015,2015,His Excellency Ban Ki-moon,"66""  x  22"" framed parchment scroll with hand-painted calligraphy. ",1200,United Nations,World,N.A.
